0,7.96869
1,7.90596
2,8.03137
3,9.25187
4,8.9429
5,8.84821
6,9.08265
7,8.66603
8,9.00659
9,8.54061
10,8.86878
11,8.42945
12,8.71406
13,8.32014
14,8.55667
15,8.20907
16,8.40121
17,8.09546
18,8.24901
19,7.97946
20,8.10027
21,7.86148
22,7.95476
23,7.74197
24,7.81219
25,7.62136
26,7.67224
27,7.49998
28,7.53463
29,7.37814
30,7.39913
31,7.25608
32,7.26552
33,7.13398
34,7.13365
35,7.012
36,7.00339
37,6.89028
38,6.87462
39,6.76891
40,6.74725
41,6.64798
42,6.6212
43,6.52757
44,6.49641
45,6.40772
46,6.37283
47,6.28849
48,6.25042
49,6.16992
50,6.12912
51,6.05203
52,6.00892
53,5.93486
54,5.88978
55,5.81843
56,5.77168
57,5.70276
58,5.65461
59,5.58786
60,5.53853
61,5.47375
62,5.42343
63,5.36043
64,5.30931
65,5.24792
66,5.19615
67,5.13623
68,5.08393
69,5.02535
70,4.97265
71,4.9153
72,4.8623
73,4.80607
74,4.75286
75,4.69767
76,4.64433
77,4.5901
78,4.53671
79,4.48337
80,4.42998
81,4.37746
82,4.32413
83,4.27239
84,4.21917
85,4.16815
86,4.11508
87,4.06474
88,4.01186
89,3.96216
90,3.9095
91,3.8604
92,3.808
93,3.75947
94,3.70734
95,3.65935
96,3.60753
97,3.56006
98,3.50856
99,3.46157
100,3.41041
101,3.36389
102,3.31309
103,3.26702
104,3.21659
105,3.17095
106,3.1209
107,3.07567
108,3.02601
109,2.98118
110,2.93192
111,2.88748
112,2.83861
113,2.79454
114,2.74609
115,2.70238
116,2.65434
117,2.61098
118,2.56336
119,2.52034
120,2.47313
121,2.43044
122,2.38366
123,2.34128
124,2.29492
125,2.25285
126,2.20691
127,2.16514
128,2.11961
129,2.07814
130,2.03303
131,1.99184
132,1.94714
133,1.90623
134,1.86194
135,1.82129
136,1.7774
137,1.73702
138,1.69353
139,1.6534
140,1.61031
141,1.57042
142,1.52771
143,1.48806
144,1.44573
145,1.4063
146,1.36435
147,1.32514
148,1.28354
149,1.24455
150,1.20331
151,1.16451
152,1.12361
153,1.085
154,1.04444
155,1.00601
156,0.965772
157,0.927504
158,0.887579
159,0.849465
160,0.809838
161,0.771864
162,0.732522
163,0.694675
164,0.655601
165,0.617866
166,0.579043
167,0.541403
168,0.502814
169,0.465252
170,0.426881
171,0.389399
172,0.351296
173,0.314088
174,0.276812
175,0.241238
176,0.207642
177,0.17891
178,0.157209
179,0.146732
180,0.151352
181,0.17713
182,0.229533
183,0.305031
184,0.362597
185,0.339694
186,0.256388
187,0.190481
188,0.173194
189,0.202002
190,0.240947
191,0.223388
192,0.173291
193,0.156299
194,0.179781
195,0.19699
196,0.165265
197,0.139909
198,0.151986
199,0.167575
200,0.143165
201,0.124714
202,0.137454
203,0.14236
204,0.118615
205,0.113257
206,0.126374
207,0.115452
208,0.100138
209,0.107854
210,0.108216
211,0.0918069
212,0.0931513
213,0.0981602
214,0.0844945
215,0.0820285
216,0.0878131
217,0.0770813
218,0.0732438
219,0.0784012
220,0.069605
221,0.0659191
222,0.070174
223,0.0623578
224,0.0597418
225,0.0628997
226,0.0556377
227,0.0545092
228,0.05633
229,0.049656
230,0.05015
231,0.0501962
232,0.0446459
233,0.0463722
234,0.0444773
235,0.0406993
236,0.0428409
237,0.0393296
238,0.0378169
239,0.0390843
240,0.0351129
241,0.0356189
242,0.0350173
243,0.032025
244,0.0334642
245,0.0309939
246,0.0299716
247,0.03058
248,0.0276438
249,0.0282328
250,0.0269299
251,0.0251433
252,0.0257469
253,0.0231793
254,0.0229477
255,0.0219122
256,0.0204202
257,0.0206147
258,0.0185993
259,0.0186022
260,0.017853
261,0.0165905
262,0.0167187
263,0.0153751
264,0.0149994
265,0.01461
266,0.0134057
267,0.0136183
268,0.012359
269,0.01223
270,0.0116733
271,0.0108776
272,0.0109051
273,0.0098996
274,0.0098576
275,0.0092418
276,0.00875454
277,0.00863254
278,0.00786686
279,0.00786643
280,0.0072392
281,0.00699733
282,0.00673524
283,0.00621349
284,0.0061875
285,0.00561243
286,0.00554699
287,0.00515792
288,0.00490115
289,0.0047483
290,0.00435058
291,0.00430184
292,0.00392244
293,0.00381761
294,0.00357862
295,0.0033548
296,0.00325823
297,0.00296325
298,0.00292154
299,0.00265044
300,0.0025734
301,0.00239215
302,0.00224638
303,0.00215485
304,0.00196643
305,0.00191647
306,0.00173771
307,0.0016772
308,0.00154779
309,0.00145256
310,0.00137861
311,0.00125683
312,0.00121668
313,0.00109407
314,0.00105871
315,0.000959304
316,0.000910303
317,0.000843628
318,0.000778797
319,0.00073883
320,0.000667916
321,0.000640695
322,0.000576611
323,0.000549475
324,0.000500987
325,0.000468058
326,0.00043664
327,0.000398877
