0,3.937
1,3.81045
2,3.93596
3,4.27753
4,3.82364
5,3.96187
6,3.64165
7,3.66468
8,3.42791
9,3.39118
10,3.20284
11,3.13427
12,2.97552
13,2.88976
14,2.75019
15,2.65537
16,2.52896
17,2.42982
18,2.31294
19,2.21232
20,2.1027
21,2.00236
22,1.89851
23,1.79955
24,1.70049
25,1.60358
26,1.50861
27,1.41416
28,1.32279
29,1.23101
30,1.14284
31,1.05382
32,0.968515
33,0.882222
34,0.799477
35,0.715794
36,0.635285
37,0.55399
38,0.475345
39,0.396143
40,0.319285
41,0.243833
42,0.175949
43,0.122609
44,0.0934589
45,0.092866
46,0.118765
47,0.132171
48,0.093452
49,0.0645354
50,0.0659237
51,0.066862
52,0.0472488
53,0.0413636
54,0.0421113
55,0.0313858
56,0.0276995
57,0.0269395
58,0.0205383
59,0.0196756
60,0.0176063
61,0.0143952
62,0.0140361
63,0.010645
64,0.00986593
65,0.0082735
66,0.00657097
67,0.00609526
68,0.0046351
69,0.00413832
70,0.0032987
71,0.00270653
72,0.00227259
73,0.00174908
74,0.0014764
75,0.00111609
76,0.000901812
77,0.000691728
78,0.000522317
79,0.000407935
80,0.000290695
81,0.000229066
82,0.000160151
83,0.000127243
84,9.24282e-05
85,7.51898e-05
86,5.81507e-05
87,4.64636e-05
88,3.48301e-05
89,2.46113e-05
90,1.72234e-05
91,1.20228e-05
92,9.69248e-06
93,7.83725e-06
94,6.34416e-06
95,4.36275e-06
96,3.10935e-06
97,2.30413e-06
98,1.79923e-06
99,1.30729e-06
100,9.74358e-07
101,7.72161e-07
102,5.5508e-07
103,3.84927e-07
104,2.90469e-07
105,2.44915e-07
106,1.79874e-07
107,1.48253e-07
108,1.25505e-07
109,1.04879e-07
110,8.7964e-08
111,8.24159e-08
112,6.38787e-08
113,5.2251e-08
114,4.02105e-08
115,2.88066e-08
116,2.01589e-08
117,1.44185e-08
118,9.42261e-09
